JW_ID	ECK number	B number	Gene name K-12	Locus name K-12	Synonyms of locus names K-12	Solubility(%)	Yield(uM)	Yield(ug/ml)	Minus Sol	TF Sol	GroE Sol	KJE Sol	Minus(uM)	TF(uM)	GroE(uM)	KJE(uM)	Minus(ug/ml)	TF(ug/ml)	GroE(ug/ml)	KJE(ug/ml)	Calculated MW(kDa)	Calculated pI	Type of gene product	Gene product description	Cell location	Structure (PDB) id	SCOP assignment
JW2905	ECK2933	b2938	speA	speA		48	0.5	34													73.8	4.8	e	biosynthetic arginine decarboxylase, PLP-binding	Cytoplasmic		50621; Alanine racemase-like, C-terminal domain 51419; PLP-binding barrel
JW2946	ECK2974	b2979	glcD	glcD	gox -!- yghM	52	0.7	36													53.7	5.2	e	glycolate oxidase subunit, FAD-linked	Cytoplasmic		55103; FAD-linked oxidases, C-terminal domain 56176; FAD-binding domain
JW2955	ECK2981	b2987	pitB	pitB		6	0.6	31													53.8	10.3	t	phosphate transporter	Integral Membrane Protein		
JW2956	ECK2982	b2988	gss	gss	gsp	50	0.2	15													70.4	5.3	e	fused glutathionylspermidine amidase glutathionylspermidine synthetase	Membrane Anchored		
JW2962	ECK2988	b2994	hybC	hybC		29	1.2	73													62.4	6.2	e	hydrogenase 2, large subunit	Periplasmic		56762; Nickel-iron hydrogenase, large subunit
JW2988	ECK3011	b3020	ygiS	ygiS		27	0.3	18													60.6	6.9	pt	predicted transporter subunit periplasmic-binding component of ABC superfamily	Periplasmic		53850; Periplasmic binding protein-like II
JW2998	ECK3021	b3030	parE	parE	nfxD	77	0.7	49													70.2	5.7	e	DNA topoisomerase IV, subunit B	Cytoplasmic		54211; Ribosomal protein S5 domain 2-like 55874; ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase 56719; Type II DNA topoisomerase
JW5275	ECK1693	b1695	ydiO	ydiO		34	0.5	22													42.9	5.9	pe	predicted acyl-CoA dehydrogenase	Cytoplasmic		47203; Acyl-CoA dehydrogenase (flavoprotein), C-terminal domain 56645; Acyl-CoA dehydrogenase (flavoprotein), N-terminal and middle domains
JW3023	ECK3040	b3051	yqiK	yqiK		101	0.2	9													60.6	5.1	o	conserved protein	Membrane Anchored		
JW3038	ECK3056	b3066	dnaG	dnaG	dnaP -!- parB -!- sdgA	40	0.2	16													65.5	6.1	e	DNA primase	Cytoplasmic		56731; DNA primase DnaG catalytic core 57783; Zinc beta-ribbon
JW3039	ECK3057	b3067	rpoD	rpoD	alt	93	0.3	20													70.1	4.5	f	RNA polymerase, sigma 70 (sigma D) factor	Cytoplasmic		48329; sigma70 subunit fragment from RNA polymerase
JW3043	ECK3062	b3072	aer	aer	air -!- yqjJ	31	0.9	49													55	8.3	r	fused signal transducer for aerotaxis sensory component methyl accepting chemotaxis component	Membrane Anchored		55785; PYP-like sensor domain
JW3052	ECK3071	b3081	fadH	fadH	ygjL	17	0.4	29	12.39	34.62	49.81	86.85	0.295	0.33	0.256	0.262	21.45	23.92	18.57	19.05	72.605	6.46	e	2,4-dienoyl-CoA reductase, NADH and FMN-linked	Cytoplasmic		51395; FMN-linked oxidoreductases
JW3097	ECK3116	b3128	garD	garD	yhaG	48	0.9	50													56.3	5.8	e	(D)-galactarate dehydrogenase	Cytoplasmic		
JW5344	ECK2090	b2097	fbaB	fbaB	dhnA	5	1.6	61	8.58	13.03	58.72	26.33	0.936	1.158	1.122	0.798	35.64	44.07	42.7	30.37	38.071	7.02	e	fructose-bisphosphate aldolase class I	Cytoplasmic		51569; Aldolase
JW2086	ECK2092	b2099	yegU	yegU		30	2	72													35.6	5.9	pe	predicted hydrolase	Cytoplasmic		
JW2095	ECK2101	b2108	yehA	yehA		49	0.6	20													36.8	7.8	ps	predicted fimbrial-like adhesin protein	Periplasmic		49401; Bacterial adhesins
JW2100	ECK2106	b2113	mrp	mrp	apbC	85	1.9	75													39.9	6.3	t	antiporter inner membrane protein	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW5349	ECK2111	b2119	yehL	yehL		12	1	38	17.38	28.85	93.88	117.98	0.705	0.574	0.994	0.68	27.94	22.74	39.41	26.96	39.641	6.79	pt	predicted transporter subunit ATP-binding compoents of ABC superfamily	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW5350	ECK2113	b2121	yehP	yehP		8	1.9	80	12.85	27.83	51.95	51.35	0.982	0.956	1.047	1.021	41.32	40.24	44.05	42.94	42.075	6.52	d	conserved protein	Cytoplasmic		53300; Integrin A (or I) domain
JW2117	ECK2122	b2129	yehX	yehX		9	0.5	18	3.87	6.9	32.36	12.93	0.98	1.096	1.104	0.927	33.69	37.68	37.98	31.87	34.388	6.49	pt	predicted transporter subunit ATP-binding component of ABC superfamily	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases 54631; CBS-domain
JW5838	ECK2131	b2138	yohG	yohG	yohH	3	1.1	44	4.59	18.37	50.77	87.07	0.808	0.682	0.816	0.679	31.72	26.75	32.01	26.62	39.236	9.7	pm	predicted outer membrane protein	Cytoplasmic		56954; Integral outer membrane protein TolC, efflux pump component
JW2128	ECK2133	b2140	dusC	dusC	yohI	10	1	35	12.92	22.56	126.25	70.68	0.478	0.55	0.48	0.475	16.82	19.34	16.89	16.69	35.162	6.93	e	tRNA-dihydrouridine synthase C	Cytoplasmic		51395; FMN-linked oxidoreductases
JW2133	ECK2139	b2146	yeiT	yeiT		23	2.4	104	22.24	39.18	35.56	69.99	0.957	1.224	1.464	1.232	42.35	54.21	64.82	54.56	44.275	5.81	pe	predicted oxidoreductase	Cytoplasmic		46548; alpha-helical ferredoxin
JW2134	ECK2140	b2147	yeiA	yeiA		65	1.2	53													45	5.8	pe	predicted oxidoreductase	Cytoplasmic		51395; FMN-linked oxidoreductases
JW2136	ECK2142	b2149	mglA	mglA	mglP -!- PMG -!- mgl	15	0.9	49	22.78	29.68	69.73	84.12	0.299	0.392	0.441	0.483	16.85	22.12	24.85	27.2	56.362	8.03	t	fused methyl-galactoside transporter subunitsl ATP-binding components of ABC superfamily	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases 52540; P-loop containing nucleotide triphosphate hydrolases
JW2137	ECK2143	b2150	mglB	mglB		75	1.8	63													35.7	6.7	t	methyl-galactoside transporter subunit periplasmic-binding component of ABC superfamily	Periplasmic		53822; Periplasmic binding protein-like I
JW2138	ECK2144	b2151	galS	galS	mglD	10	2	76	15.04	32.4	73.28	68.08	0.867	0.699	0.807	0.819	32.35	26.07	30.12	30.56	37.32	6.84	r	DNA-binding transcriptional repressor	Cytoplasmic		47413; lambda repressor-like DNA-binding domains 53822; Periplasmic binding protein-like I
JW2147	ECK2153	b2160	yeiI	yeiI		9	1.3	53	19.67	36.83	64.17	75.95	0.524	0.518	0.749	0.687	20.8	20.56	29.72	27.25	39.666	6.03	pe	predicted kinase	Cytoplasmic		46785; Winged helix 53613; Ribokinase-like
JW2152	ECK2158	b2165	yeiN	yeiN		98	0.4	14													32.9	6.2	o	conserved protein	Cytoplasmic		
JW2153	ECK2159	b2166	yeiC	yeiC		22	3	100	43.52	58.18	92.05	88.37	1.175	1.182	1.442	1.387	39.39	39.63	48.35	46.51	33.527	5.29	pe	predicted kinase	Cytoplasmic		53613; Ribokinase-like
JW2155	ECK2161	b2168	fruK	fruK	fpk -!- fruF	79	2.3	77													33.7	6.3	e	fructose-1-phosphate kinase	Cytoplasmic		53613; Ribokinase-like
JW2156	ECK2162	b2169	fruB	fruB	fruF -!- fpr	91	2.7	107													39.6	5	t	fused fructose-specific PTS enzyme IIA component HPr component	Cytoplasmic		55804; Phoshotransferase/anion transport protein 55594; HPr-like
JW2160	ECK2166	b2172	yeiQ	yeiQ		31	0.8	43													54	6.1	pe	predicted dehydrogenase, NAD-dependent	Cytoplasmic		
JW2164	ECK2170	b2176	rtn	rtn		77	0.1	6													58.5	6.4	o	conserved protein	Membrane Anchored		
JW2174	ECK2180	b2186	yejK	yejK		76	4.2	159													37.8	5.1	f	nucleotide associated protein	Cytoplasmic		
JW2176	ECK2182	b2188	yejM	yejM	yejN	2	0.9	61													67.2	9.7	pe	predicted hydrolase, inner membrane	Integral Membrane Protein		53649; Alkaline phosphatase-like
JW2182	ECK2186	b2194	ccmH	ccmH	yejP	41	1.7	66													39	8.2	pe	heme lyase, CcmH subunit	Integral Membrane Protein		48439; Protein prenylyltransferase
JW2201	ECK2205	b2213	ada	ada		32	3	118													39.3	8.7	r	fused DNA-binding transcriptional dual regulator O6-methylguanine-DNA methyltransferase	Cytoplasmic		46689; Homeodomain-like 57884; N-ada DNA repair protein, N-terminal domain (N-Ada 10) 46767; Methylated DNA-protein cysteine methyltransferase, C-terminal domain 53155; Methylated DNA-protein cysteine methyltransferase domain
JW2203	ECK2207	b2215	ompC	ompC	meoA -!- par	7	2.6	105													40.3	4.9	t	outer membrane porin protein C	Outer Membrane B-barrel protein		56935; Porins
JW2214	ECK2213	b2220	atoC	atoC	Az -!- az	39	0.7	35													52.1	6.5	r	fused response regulator of ato opeon, in two-component system with AtoS	Cytoplasmic		52172; CheY-like 52540; P-loop containing nucleotide triphosphate hydrolases
JW2218	ECK2217	b2224	atoB	atoB		9	1.8	74	8.45	20.11	73.24	97.22	0.758	0.681	0.977	0.847	30.55	27.47	39.4	34.15	40.311	7.56	c	acetyl-CoA acetyltransferase	Cytoplasmic		53901; Thiolase-like
JW2229	ECK2227	b2235	nrdB	nrdB	ftsB	46	1.9	81													43.5	4.8	c	ribonucleoside diphosphate reductase 1, beta subunit, ferritin-like	Cytoplasmic	1MXR	47240; Ferritin-like
JW2233	ECK2231	b2239	glpQ	glpQ		39	3.8	155													40.8	5.9	e	periplasmic glycerophosphodiester phosphodiesterase	Periplasmic	1T8Q	
JW2236	ECK2234	b2242	glpB	glpB	psi-51	25	1.7	77													45.3	6.4	m	sn-glycerol-3-phosphate dehydrogenase (anaerobic), membrane anchor subunit	Membrane Associated		51905; FAD/NAD(P)-binding domain
JW2237	ECK2235	b2243	glpC	glpC		14	4.1	182	21.96	61.27	82.46	101.1	0.45	0.42	0.559	0.605	19.83	18.52	24.66	26.65	44.075	8.34	e	sn-glycerol-3-phosphate dehydrogenase (anaerobic), small subunit	Cytoplasmic		46548; alpha-helical ferredoxin
JW2241	ECK2240	b2247	yfaW	yfaW		6	2.5	110	10.03	31.47	68.75	80.34	0.725	0.729	0.797	0.747	32.39	32.56	35.62	33.36	44.667	6.19	pe	predicted enolase	Cytoplasmic		51604; Enolase C-terminal domain-like 54826; Enolase N-terminal domain-like
JW2243	ECK2242	b2249	yfaY	yfaY		52	1.4	63													44.2	6	d	conserved protein	Cytoplasmic		53218; Molybdenum cofactor biosynthesis proteins
JW5372	ECK2246	b2253	yfbE	yfbE	arnB -!- pmrH	13	0.3	12	12.94	16.79	57.26	49.79	0.106	0.118	0.157	0.117	4.46	4.97	6.64	4.95	42.199	6.94	e	uridine 5'-(beta-1-threo-pentapyranosyl-4-ulose diphosphate) aminotransferase, PLP-dependent	Cytoplasmic		53383; PLP-dependent transferases
JW2248	ECK2247	b2254	yfbF	yfbF	pmrF -!- ORF2	14	0.7	26													36.3	7.7	e	undecaprenyl phosphate-L-Ara4FN transferase	Integral Membrane Protein		53448; Nucleotide-diphospho-sugar transferases
JW2255	ECK2254	b2260	menE	menE		31	1.3	66													50.1	6.5	e	o-succinylbenzoate-CoA ligase	Cytoplasmic		56801; Firefly luciferase-like
JW2256	ECK2255	b2261	menC	menC		41	2.7	97													35.4	5.2	e	o-succinylbenzoyl-CoA synthase	Cytoplasmic	1FHU	51604; Enolase C-terminal domain-like 54826; Enolase N-terminal domain-like
JW2260	ECK2259	b2265	menF	menF	yfbA	50	1.1	51													48.7	7.3	e	isochorismate synthase 2	Cytoplasmic		56322; ADC synthase
JW2263	ECK2262	b2268	elaC	elaC	ecoZ -!- rnz -!- zipD	29	1.1	37	21.43	41.3	71	77.48	0.877	0.696	0.827	0.722	28.86	22.89	27.21	23.74	32.895	6.25	e	binuclear zinc phosphodiesterase	Cytoplasmic		56281; Metallo-hydrolase/oxidoreductase
JW2279	ECK2278	b2284	nuoF	nuoF	ygfQ -!- nuoB	12	1.2	59	10.47	20.43	60.76	67.97	0.797	0.655	1.126	0.856	39.23	32.27	55.46	42.14	49.241	7.16	c	NADH:ubiquinone oxidoreductase, chain F	Cytoplasmic		
JW5375	ECK2280	b2286	nuoC	nuoC	nuoCD -!- nuoD	18	0.2	12	19.05	40.24	75.51	101.76	0.216	0.251	0.275	0.282	14.79	17.26	18.9	19.36	68.624	6.32	c	NADH:ubiquinone oxidoreductase, chain C,D	Cytoplasmic		56762; Nickel-iron hydrogenase, large subunit
JW2284	ECK2283	b2289	lrhA	lrhA	genR	12	2	68	10.81	23.76	83.69	65.31	1.493	1.434	1.695	1.76	51.57	49.55	58.57	60.82	34.551	6.02	r	DNA-binding transcriptional repressor	Cytoplasmic		46785; Winged helix 53850; Periplasmic binding protein-like II
JW2287	ECK2284	b2290	yfbQ	yfbQ		21	0.7	33	11.9	23.24	58.93	72.21	0.667	0.758	0.958	0.795	30.34	34.48	43.55	36.14	45.468	6.4	pe	predicted aminotransferase	Cytoplasmic		53383; PLP-dependent transferases
JW2293	ECK2290	b2296	ackA	ackA		113	1	43													43.2	6.3	e	acetate kinase A and propionate kinase 2	Cytoplasmic		53067; Actin-like ATPase domain
JW2312	ECK2309	b2315	folC	folC	dedC	85	0.8	37													45.4	6	e	bifunctional folylpolyglutamate synthase dihydrofolate synthase	Cytoplasmic		53244; MurD-like peptide ligases, peptide-binding domain 53623; MurD-like peptide ligases, catalytic domain
JW2316	ECK2313	b2319	usg	usg		102	2.5	89													36.3	4.4	pe	predicted semialdehyde dehydrogenase	Cytoplasmic		51735; NAD(P)-binding Rossmann-fold domains 55347; Glyceraldehyde-3-phosphate dehydrogenase-like, C-terminal domain
JW2317	ECK2314	b2320	pdxB	pdxB		15	0.4	18	25.87	43.67	83.45	109.23	0.495	0.571	0.627	0.599	20.46	23.58	25.9	24.75	41.326	6.83	e	erythronate-4-phosphate dehydrogenase	Cytoplasmic		51735; NAD(P)-binding Rossmann-fold domains 52283; Formate/glycerate dehydrogenase catalytic domain-like
JW2318	ECK2315	b2321	flk	flk	div	62	0.2	8													36.6	10.1	pf	predicted flagella assembly protein	Membrane Anchored		
JW2320	ECK2317	b2323	fabB	fabB	fabC	13	1.7	73	14.67	26.16	75.24	93.59	1.92	1.171	1.909	2.02	81.7	49.84	81.27	85.98	42.563	5.89	e	3-oxoacyl-[acyl-carrier-protein] synthase I	Cytoplasmic	1OG9	53901; Thiolase-like
JW2326	ECK2323	b2329	aroC	aroC		58	1	39													39.1	6.5	e	chorismate synthase	Cytoplasmic		
JW5841	ECK2324	b2330	prmB	prmB	yfcB	33	1.5	51													34.9	4.7	e	N5-glutamine methyltransferase	Cytoplasmic		53335; S-adenosyl-L-methionine-dependent methyltransferases
JW2341	ECK2338	b2344	fadL	fadL	ttr	1	2	96													48.7	5.9	t	long-chain fatty acid outer membrane transporter	Outer Membrane B-barrel protein	1T1L	56935; Porins
JW2344	ECK2341	b2347	yfdC	yfdC		38	0.6	21													34.5	6	pm	predicted inner membrane protein	Integral Membrane Protein		
JW2345	ECK2343	b2349	intS	intS	yfdB -!- intC	59	0.7	30													44	10	h	CPS-53 (KpLE1) prophage; predicted prophage CPS-53 integrase	Cytoplasmic		56349; DNA breaking-rejoining enzymes
JW2361	ECK2360	b2364	dsdC	dsdC		8	2	69	12.02	26.6	52.71	36.89	1.344	1.212	1.238	1.262	47.45	42.8	43.71	44.57	35.304	7.14	r	DNA-binding transcriptional dual regulator	Cytoplasmic		46785; Winged helix 53850; Periplasmic binding protein-like II
JW2362	ECK2361	b2365	dsdX	dsdX	dsdC -!- yfdA -!- yfdD	12	0.2	9													47.1	8.2	pt	predicted transporter	Integral Membrane Protein		
JW2363	ECK2362	b2366	dsdA	dsdA		67	0.4	20													47.8	6.1	e	D-serine ammonia-lyase	Cytoplasmic		53686; Tryptophan synthase beta subunit-like PLP-dependent enzymes
JW2365	ECK2364	b2368	emrK	emrK		39	0.5	21													42.5	8.7	t	EmrKY-TolC multidrug resistance efflux pump, membrane fusion protein component	Periplasmic		51230; Single hybrid motif
JW2368	ECK2367	b2371	yfdE	yfdE		37	0.5	20													41.6	6.2	pe	predicted CoA-transferase, NAD(P)-binding	Cytoplasmic		
JW2371	ECK2370	b2374	frc	frc	yfdW	82	0.8	37													45.8	5.9	e	formyl-CoA transferase, NAD(P)-binding	Cytoplasmic		
JW2375	ECK2374	b2378	ddg	ddg	lpxP	9	1.8	64													35.5	10.4	e	palmitoleoyl-acyl carrier protein (ACP)-dependent acyltransferase	Membrane Anchored		
JW2376	ECK2375	b2379	yfdZ	yfdZ		77	0.6	29													46.2	8.2	pe	prediected aminotransferase, PLP-dependent	Cytoplasmic		53383; PLP-dependent transferases
JW2381	ECK2380	b2384	ypdE	ypdE		93	0.5	19													37.4	5.8	pe	predicted peptidase	Cytoplasmic		53187; Zn-dependent exopeptidases
JW2385	ECK2384	b2388	glk	glk		80	0.9	31													34.7	6.6	e	glucokinase	Cytoplasmic		
JW2395	ECK2394	b2400	gltX	gltX	gltM -!- gluRS	87	0.8	43													53.8	5.9	e	glutamyl-tRNA synthetase	Cytoplasmic		48163; Anticodon-binding (C-terminal) domain of glutamyl-tRNA synthetase (GluRS) 52374; Nucleotidylyl transferase
JW2400	ECK2403	b2409	yfeR	yfeR		12	2	68	10.97	21.38	42.24	37.04	1.225	1.182	1.557	1.576	41.49	40.03	52.72	53.38	33.869	7.35	pr	predicted DNA-binding transcriptional regulator	Cytoplasmic		46785; Winged helix 53850; Periplasmic binding protein-like II
JW2404	ECK2407	b2412	zipA	zipA	f328	96	0.4	13													36.4	6.1	cp	cell division protein involved in Z ring assembly	Periplasmic		64383; Cell-division protein ZipA, C-terminal domain
JW2407	ECK2409	b2414	cysK	cysK	cysZ	77	1.8	64													34.5	6.9	e	cysteine synthase A, O-acetylserine sulfhydrolase A subunit	Cytoplasmic		53686; Tryptophan synthase beta subunit-like PLP-dependent enzymes
JW2415	ECK2417	b2422	cysA	cysA		14	2.4	100	5.56	10.84	38.6	32.73	2.675	2.278	2.764	2.158	109.76	93.45	113.39	88.55	41.025	8.23	t	sulfate/thiosulfate transporter subunit ATP-binding component of ABC superfamily	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW2418	ECK2420	b2425	cysP	cysP		62	1.2	44													37.6	9	t	thiosulfate transporter subunit periplasmic-binding component of ABC superfamily	Periplasmic		53850; Periplasmic binding protein-like II
JW2430	ECK2432	b2437	yfeG	yfeG	eutR	5	1	41	9.38	21.85	59.48	50.59	1.08	1.178	1.251	1.334	43.32	47.25	50.19	53.52	40.125	6.82	pr	predicted DNA-binding transcriptional regulator	Cytoplasmic		46689; Homeodomain-like
JW2434	ECK2436	b2441	eutB	eutB		13	1.2	61	11.12	20.4	58.12	61.96	1.494	1.3	1.657	1.633	73.69	64.15	81.76	80.56	49.334	4.95	e	ethanolamine ammonia-lyase, large subunit, heavy chain	Cytoplasmic		
JW2435	ECK2446	b2451	eutA	eutA	yffT	33	1.2	58													49.5	6	f	reactivating factor for ethanolamine ammonia lyase	Cytoplasmic		53067; Actin-like ATPase domain
JW2437	ECK2448	b2453	eutG	eutG	yffV	9	1.1	45	4.82	11.65	48.01	53.12	1.151	1.291	1.391	0.87	47.17	52.93	57	35.67	40.989	6.53	pe	predicted alcohol dehydrogenase in ethanolamine utilization	Cytoplasmic		56796; Dehydroquinate synthase-like
JW2439	ECK2450	b2455	eutE	eutE	yffX	76	2	96													49	6.8	pe	predicted aldehyde dehydrogenase, ethanolamine utilization protein	Cytoplasmic		53720; ALDH-like
JW2442	ECK2453	b2458	eutI	eutI	ypfA -!- eutD	82	0.6	20													36	7.2	pe	predicted phosphotransacetylase subunit	Cytoplasmic		
JW2448	ECK2459	b2464	talA	talA		18	1.4	51	18.72	29.76	76.99	80.12	0.789	0.812	0.68	0.659	28.12	28.91	24.21	23.47	35.62	6.57	e	transaldolase A	Cytoplasmic		51569; Aldolase
JW2450	ECK2461	b2466	ypfG	ypfG		62	0.8	33													38.7	7.8	o	predicted protein	Periplasmic		
JW2456	ECK2467	b2472	dapE	dapE	dapB -!- msgB	20	1.3	55	16.3	26.62	50.88	68.56	1.035	0.916	1.121	1.192	42.65	37.76	46.22	49.15	41.22	5.85	e	N-succinyl-diaminopimelate deacylase	Cytoplasmic		53187; Zn-dependent exopeptidases 55031; Carboxypeptidase G2, dimerisation domain
JW2462	ECK2473	b2477	nlpB	nlpB	dapX	87	2.7	100													36.8	6.5	lp	lipoprotein	Outer Membrane Lipoprotein		
JW2478	ECK2489	b2493	yfgO	yfgO	perM	26	0	2													39.2	9.7	pm	predicted inner membrane protein	Integral Membrane Protein		
JW2484	ECK2495	b2499	purM	purM	purG	93	0.5	18													36.8	5.1	e	phosphoribosylaminoimidazole synthetase	Cytoplasmic		55326; Aminoimidazole ribonucleotide synthetase (PurM) N-terminal domain 56042; Aminoimidazole ribonucleotide synthetase (PurM) C-terminal domain
JW2498	ECK2510	b2514	hisS	hisS		59	1.7	81													47	6.2	e	histidyl tRNA synthetase	Cytoplasmic	1KMN	52954; Anticodon-binding domain of Class II aaRS 55681; Class II aaRS and biotin synthetases
JW2501	ECK2513	b2517	yfgB	yfgB		60	2.8	119													43	7.4	pe	predicted enzyme	Cytoplasmic		
JW2514	ECK2527	b2530	iscS	iscS	csdB -!- yfhO -!- nifS -!- yzzO	37	1.5	70													45	6.4	e	cysteine desulfurase (tRNA sulfurtransferase), PLP-dependent	Cytoplasmic	1P3W	53383; PLP-dependent transferases
JW5878	ECK2532	b2535	csiE	csiE	csi-16	12	0.7	35	9.17	11.39	36.6	42.13	0.754	0.82	0.773	0.781	36.97	40.19	37.89	38.27	48.998	7.87	cp	stationary phase inducible protein	Cytoplasmic		63520; PTS-regulatory domain, PRD
JW2522	ECK2535	b2538	hcaE	hcaE	hcaA1 -!- digA -!- hcaA -!- hcaa1 -!- phdC1 -!- yfhU	14	1.4	69	13.15	22.77	60.73	75.55	0.673	0.752	0.704	0.591	34.37	38.39	35.92	30.15	51.048	5.72	e	3-phenylpropionate dioxygenase, large (alpha) subunit	Cytoplasmic		50022; ISP domain 55961; Bet v1-like
JW2526	ECK2539	b2542	hcaD	hcaD	hcaA4 -!- yfhY -!- hcaa4 -!- phdA	41	0.5	20													43.9	6.2	e	phenylpropionate dioxygenase, ferredoxin reductase subunit	Periplasmic		51905; FAD/NAD(P)-binding domain
JW5842	ECK2542	b2545	yphC	yphC		7	2.7	103	7.77	11.96	75.56	37.67	1.218	1.098	1.701	1.385	46.32	41.75	64.65	52.65	38.016	6.74	pe	predicted oxidoreductase, Zn-dependent and NAD(P)-binding	Cytoplasmic		50129; GroES-like 51735; NAD(P)-binding Rossmann-fold domains
JW2530	ECK2543	b2546	yphD	yphD		38	0.2	7													34.5	11	pt	predicted sugar transporter subunit membrane component of ABC superfamily	Integral Membrane Protein		
JW2532	ECK2545	b2548	yphF	yphF		64	2.5	87													35	7.6	pt	predicted sugar transporter subunit periplasmic-binding component of ABC superfamily	Periplasmic		53822; Periplasmic binding protein-like I
JW2536	ECK2549	b2552	hmp	hmp	fsrB -!- hmpA	87	1.7	75													43.8	6	e	fused nitric oxide dioxygenase dihydropteridine reductase 2	Cytoplasmic	1GVH	52343; Ferredoxin reductase-like, C-terminal NADP-linked domain 63380; Riboflavin synthase domain-like
JW2538	ECK2551	b2554	yfhA	yfhA		43	1.3	65													49.1	6.5	pr	predicted DNA-binding response regulator in two-component system	Cytoplasmic		52172; CheY-like 52540; P-loop containing nucleotide triphosphate hydrolases
JW5407	ECK2553	b2556	yfhK	yfhK	yfhZ	19	0.7	38													53.3	8	pr	predicted sensory kinase in two-component system	Integral Membrane Protein		47384; Homodimeric domain of signal transducing histidine kinase 55874; ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase
JW2542	ECK2556	b2558	yfhD	yfhD		10	1.3	72													53.1	5.3	pe	predicted transglycosylase	Periplasmic		53850; Periplasmic binding protein-like II 53955; Lysozyme-like
JW2552	ECK2566	b2568	lepB	lepB	lep	28	1.1	38													35.9	8	e	leader peptidase (signal peptidase I)	Integral Membrane Protein		51306; LexA/Signal peptidase
